Hasil,Nilai,Sentimen,Compound_Score,Sentiments
menolak indonesia gak tuan rumah piala tahun demo tolak tim semoga timnas aman gak bye,1,positif,0.0772,Positif
zainudin amali israel berkompetisi piala berhubungan niat indonesia tuan rumah olimpiade kumparanbola,1,positif,0,Netral
timnas israel lolos piala indonesia tuan rumah kayaknya dirujak suporter,1,positif,0,Netral
diduga bermunculan coba headlinenya diubah fifa mencabut status tuan rumah piala menolak keikutsertaan israel,0,netral,-0.296,Negatif
coba fifa mencabut status tuan rumah piala menolak keikutsertaan israel,0,netral,-0.4019,Negatif
indonesia tuan rumah piala sepak bola timnas israel berhak berpartisipasi,0,netral,0,Netral
sepakbola israel lolos piala indonesia tuan rumah profesional menerima memperlakukan kontestan israel menerima perlakuan masyarakat indonesia,0,netral,0.3182,Positif
gimana responnya timnas israel piala indonesia tuan rumah,1,positif,0,Netral
yaudeh negara mundur tuan rumah beres negara emang bagus lolos kualifikasi piala piala asia numpang status tuan rumah,1,positif,0.4404,Positif
mantab indonesia tuan rumah piala sepak bola tahun,1,positif,0,Netral
indonesia tuan rumah negara lolos piala fifa mengumumkan piala fifa indonesia tanggal mei juni indonesia,1,positif,0,Netral
ancaman sanksi fifa membayangi kejadian terduga pemerintah pssi menerima konsekuensi tuan rumah piala,1,positif,-0.5267,Negatif
lolos piala lolos pas indonesia tuan rumah,1,positif,0,Netral
israel lolos piala indonesia harapkan panitia keras tetaplah tuan rumah pesertanya,-1,negatif,0.34,Positif
indonesia tuan rumah piala fifa lombok insider,1,positif,0,Netral
indonesia tuan rumah piala fifa,1,positif,0,Netral
indonesia tuan rumah perhelatan piala menpora izinkan timnas israel berlaga piala,1,positif,0,Netral
indonesia tuan rumah piala menpora buka suara timnas israel,1,positif,0,Netral
indonesia tuan rumah piala menpora buka suara timnas israel,1,positif,0,Netral
tim negara lolos piala indonesia tuan rumah tim lolos ajang digelar tahun cnnindonesia,1,positif,0,Netral
fifa dukung lgbt indonesia tuan rumah piala aturan qatar banggasepakbolakita,1,positif,0.6808,Positif
fifa dukung lgbt indonesia tuan rumah piala aturan qatar banggasepakbolakita,1,positif,0.6808,Positif
negara tahun tuan rumah piala,1,positif,0,Netral
sepakat ndan ibul polemik banget israel lolos piala lolosnya pas indonesia tuan rumah,1,positif,0.3612,Positif
jadwal pembukaan piala resmi dirilis indonesia tuan rumah,1,positif,0,Netral
jadwal kick off piala indonesia tuan rumah,0,netral,0,Netral
tim negara lolos piala indonesia tuan rumah tim lolos ajang digelar tahun cnnindonesia,0,netral,0,Netral
desember konsekuensi pandemi covid biro dewan fifa memutuskan membatalkan piala fifa edisi persatuan sepakbola indonesia pssi tuan rumah kompetisi,0,netral,-0.25,Negatif
fifa tetapkan indonesia piala tuan rumah,0,netral,0,Netral
november piala mei juni sulit tuan rumah piala asia juni juli nationsko worldcup worldcup,1,positif,-0.1027,Negatif
kadrun tolak ketum pssi iriawan jaminan timnas israel lolos putaran final piala bermain piala indonesia tuan rumah,1,positif,0.25,Positif
kadrun tolak ketum pssi iriawan jaminan timnas israel lolos putaran final piala bermain piala indonesia tuan rumah,1,positif,0.25,Positif
timnas israel berpeluang lolos piala lolos israel diperbolehkan dipersulit tampil indonesia tuan rumah,1,positif,0.0772,Positif
tim fifa inspeksi penilaian stadion fasiltas latihan perhelatan piala tahun umum fifa terkesan persiapan tuan rumah,1,positif,0.4767,Positif
israel memiliki hubungan diplomatik indonesia tuan rumah piala lantas lolos wc indonesia israel,1,positif,0,Netral
mbah iki piye pembagian jadwale mosok pss statuse away trus persis home trus gowo regulasi tuan rumah tamu lha sesuk nek piala nang manahan kae piye inggris vs brazil brazil nang manahan,-1,negatif,0.8555,Positif
warganet indonesia malaysia terlibat perang komentar garuda muda lolos tuan rumah piala,1,positif,-0.5994,Negatif
prancis italia peserta ketiga piala timnas indonesia berstatus tuan rumah,1,positif,0,Netral
tuan rumah piala fifa kunjungi indonesia,1,positif,0,Netral
fifa meninjau persiapan indonesia tuan rumah piala inspeksi enam stadion pertandingan juni perwakilan fifa melempar pujian indonesia terkesan persiapan,1,positif,0.7717,Positif
jakarta indonesia tuan rumah piala persiapan dioptimalkan delegasi fifa,1,positif,0.4588,Positif
fifa inspeksi persiapan indonesia tuan rumah piala,1,positif,0,Netral
fifa lakukan inspeksi terkait kesiapan indonesia tuan rumah piala bolaskorcom fifa pialaduniau,1,positif,0.25,Positif
indonesia tuan rumah piala fifa temukan periksa stadion fifa panitia penyelenggara lokal pssi gelaran piala fifa kunjungan inspeksi stadion,1,positif,0,Netral
tuan rumah piala fifa fifa lakukan stadion indonesia,1,positif,0,Netral
tuan rumah fifa puji persiapan indonesia gelar piala lengkapcepatberitanya bola sepakbola sepakboladunia boladunia,1,positif,0.5574,Positif
piala momentum bagus tuan rumah piala terbukti melahirkan bintang sepak bola sty fokus piala obrolannya yuk join,1,positif,0.6249,Positif
stadion manahan solo didaftarkan pssi fifa tahun ajang piala pssi berharap indonesia tuan rumah jis dibangun tahun kelar fifa memeriksa kelayakannya banyakin baca bong,0,netral,0.4404,Positif
fifa soroti persiapan indonesia tuan rumah piala pialaasia,0,netral,0,Netral
norak bos brita basi tahun loh solo dcalonkan tuan rumah piala sbelum jis dbangun faham,0,netral,0,Netral
fifa kota tuan rumah piala solo bali surabaya palembang solo stadion manahan beres sesuai standar fifa druuuun jis gak dipakai nangis bombay deh sono peluk pohon monas ditebang,0,netral,0.5505,Positif
ketua umum pssi prioritaskan indonesia tuan rumah piala ketimbang piala asia,1,positif,0,Netral
ketua umum pssi mochamad iriawan berambisi timnas indonesia pot drawing piala asia iriawan fokus pssi indonesia tuan rumah piala mnctrijaya timnas pialaasia,1,positif,0.4767,Positif
stadion manahan milyar tuan rumah piala stadion lipat sesuai standart fifa piala pemborosan,1,positif,0,Netral
tolol bangga tahun fifa indonesia tuan rumah piala tahun stadion pertandingan enam kota jakarta bogor solo yogyakarta surabaya bali jakarta maksudnya gbk jis,1,positif,0.4767,Positif
meluruskan suka manfaatin kepentingan politik menjatuhkan gabungkan olahraga politik doakan semoga indonesia sukses tuan rumah piala indonesia,1,positif,0.8591,Positif
ketum pssi mochamad iriawan tegaskan indonesia fokus tuan rumah piala piala asia,1,positif,0.3818,Positif
exco pssi sepakat indonesia mengambil kesempatan tuan rumah piala asia tuan rumah piala asia ganggu piala piala asia digelar juni juli piala digelar september oktober,-1,negatif,0.296,Positif
indonesia tuan rumah piala asia tahun bentrok piala,1,positif,0,Netral
dulun indoensia ngajuin tuan rumah mengundurkan jadwalnya barengan piala,1,positif,-0.2263,Negatif
fifa ucapan selamat menyinggung status indonesia tuan rumah piala,1,positif,0,Netral
opsinya indonesia tuan rumah piala asia stadionnya beda piala stadion bagus dipake problemnya yaa sdm,1,positif,0.4404,Positif
indonesia terpilih tuan rumah aff piala pesimis baiknya gak serakah fokus menghindari gak keteteran contohnya bikin malu negara,1,positif,-0.4188,Negatif
yok yok tuan rumah piala piala asia,1,positif,0,Netral
anggaran dipakai mencalonkan tuan rumah pengganti piala asia tc negeri pertandingan turnamen negeri piala asia piala berpengaruh ranking fifa,1,positif,0,Netral
calonin tuan rumah biar tahun event internasional indonesia piala sepakbola piala asia sepakbola piala bola basket nama indonesia harum presiden jokowi amp kemenpora citra iwan bule,1,positif,0,Netral
calonin tuan rumah biar tahun event internasional piala sepakbola piala asia sepakbola piala bola basket nama indonesia harum jokowi amp kemenpora citra iwan bule,1,positif,0,Netral
indonesia pakai duit apbn piala tahun sibuk banget tuan rumah piala asia emang sanggup gapapa,1,positif,0.2263,Positif
tuan rumah event olahraga internasional asian games asian games bwf badminton event motogp mandalika formula piala indonesia tuan rumah pialaasia pssi bidding kah,1,positif,0,Netral
usahakan terbaik apply tuan rumah piala asia gantikan china tahun daya tawar bagus event piala,0,netral,0.7964,Positif
hasil ratu tisha menang biding tuan rumah piala ngeyakinin coach shin ngelatih timnas indonesia hasil pengurus kurun waktu tahun tahun belasan puluhan tahun pengurus hasilnya,0,netral,0.7506,Positif
pssi berkomunikasi afc terkait pencalonan tuan rumah afc asian jadwal asian bersamaan fifa world piala piala asia digelar kompas,0,netral,0,Netral
piala tuan rumah,0,netral,0,Netral
timnas piala tuan rumah saudara laki-laki,1,positif,0,Netral
piala asia barengan tahunnya piala diundur gara pandemi indonesia tuan rumah piala,1,positif,-0.2023,Negatif
kabar piala asia gak lhah blom terima kasih iwan bule tuan rumah piala asia indonesia ratu tisha datengin piala indonesia timnasday,1,positif,-0.2755,Negatif
fifa tinjau stadion manahan solo piala wali kota surakarta gibran rakabuming raka membenarkan kunjungan perwakilan fifa terkait kesiapan solo tuan rumah piala,1,positif,0.25,Positif
karna tahun indonesia tuan rumah piala cal,1,positif,0,Netral
piala junior tuan rumah juara piala ajang cari pengalaman siapin timnas senior piala asia piala penantang serius gelaran,1,positif,0.6249,Positif
pssi berubah pikiran berminat tuan rumah piala asia indonesia menggelar piala,-1,negatif,0.4019,Positif
tahun tuan rumah piala basket amp piala mantap,1,positif,0,Netral
motogp formulae fifa world piala basket afc bangga indonesia tuan rumah event,1,positif,0.4767,Positif
lebet kakak piala ngan make jalur tuan rumah,1,positif,-0.4201,Negatif
gimana tuan rumah piala detik lepas bola,1,positif,0,Netral
surabaya gak salah tuan rumah piala presiden gbt salah host piala peringkat musim kemarin persebaya dijadikan pertimbangan gbt kapasitas stadion loh,1,positif,-0.1396,Negatif
stadion piala absen tuan rumah piala presiden hebat,1,positif,0.6249,Positif
gelaran sea games giliran timnas berjuang toulon turnament prancis ajang persiapan piala tahun dimana indonesia bertindak tuan rumah catat tanggal mainnya,1,positif,-0.3818,Negatif
membangun citra positif indonesia diplomasi sepak bola tuan rumah piala,1,positif,0.5574,Positif
indonesia tuan rumah event organizer terbilang sukses tuan rumah piala salah bukti indo host event internasional sepakbola diragukan prestasi timnasnya bagus,1,positif,0.6486,Positif
tuan rumah piala nilai plus persiapannya gak,1,positif,0.34,Positif
bener kejadian pilihan afc instan nunjuk qatar habis tuan rumah piala nunjuk indonesia barengan tuan rumah piala,1,positif,0.4215,Positif
stadion utama gelora karno tuan rumah piala baca selengkapnya mataindonesia stadionutama gelorabungkarno tuanrumah pialaduniau,0,netral,0,Netral
ragukan kesiapan jakarta tuan rumah piala menpora amali sesuai standar fifa,0,netral,-0.0258,Negatif
fifa apresiasi persiapan indonesia tuan rumah piala by okezone,0,netral,0.5106,Positif
indonesia tuan rumah piala pssi,0,netral,0,Netral
pssi jatim gelar piala wali kota test event jelang tuan rumah piala,1,positif,0,Netral
tuan rumah piala fifa mengapresiasi persiapan indonesia,1,positif,0.5106,Positif
indonesia tuan rumah piala,1,positif,0,Netral
kemenpora pastikan kesiapan indonesia tuan rumah piala,1,positif,0.25,Positif
fifa pssi kemenpora bahas kesiapan indonesia tuan rumah piala baca selengkapnya mataindonesia fifa pssi kemenpora pialadunia,1,positif,0.25,Positif
fifa apresiasi persiapan indonesia tuan rumah piala,1,positif,0.5106,Positif
fifa qpresiasi persiapan indonesia tuan rumah piala,-1,negatif,0,Netral
indonesia tuan rumah piala kemenpora beberkan progres kesiapannya okezone bola,1,positif,0.5859,Positif
kemenpora gelar rakor pssi lintas kementerian bahas progres kesiapan tuan rumah piala,1,positif,0.5859,Positif
indonesia resmi tuan rumah piala,1,positif,0,Netral
indonesia tuan rumah kemenpora pssi mematangkan persiapan piala berjuangmembangunnegeri,1,positif,-0.3818,Negatif
diusutlah maluin calon tuan rumah piala gini stoprasisme,1,positif,-0.4404,Negatif
bentar tuan rumah piala loh kelakuan suporternya norak gini memalukan uu tpks dipake,1,positif,-0.3818,Negatif
michel salgado iyc bukti kesiapan indonesia tuan rumah piala,1,positif,0.25,Positif
tuan rumah piala pemkot surabaya beli genset miliar,1,positif,0,Netral
persiapan menyambut piala tahun digelar pssi mengecek salah latihan stadion bangkalan indonesia tuan rumah piala pesta sepakbola sejagad kelompok umur tahun semestinya tahun,1,positif,-0.4767,Negatif
indonesia tuan rumah piala tvone ketum pssi sikapi keputusan fifa indonesia tuan rumah piala target juara mochamad iriawan target tim nasional indonesia ajang piala,1,positif,0.5994,Positif
tvrinews menpora keuntungan indonesia tuan rumah piala,1,positif,0.3818,Positif
tvrinews menpora keuntungan indonesia tuan rumah piala,0,netral,0.3818,Positif
nonton piala level tahun selagi indo tuan rumah,0,netral,0,Netral
pas tuan rumah piala tahun pilih desain jersey retro pasnya milih momen,0,netral,0,Netral
stadion gbt tuan rumah piala dinas kebudayaan kepemudaan olahraga pariwisata dkkorp kota surabaya pemeliharaan stadion gelora tomo gbt beritabaik timesindonesia ketahananinformasi,0,netral,0.4404,Positif
menpora pastikan indonesia tuan rumah piala,1,positif,0,Netral
timnas indonesia disiapkan tampil piala status tuan rumah indonesia berbicara tim serius,1,positif,0.1531,Positif
jujur berdasarkan sejarah keikutsertaan piala menganggap indonesia piala negara terlemah indonesia jarang banget tampil piala lolos jalur tuan rumah kualifikasi zona asia,1,positif,0,Netral
tahun indonesia tuan rumah piala,1,positif,0,Netral
persib kemenangan mengamankan tiket slot afc asia tahun lumayan bandung ramai event sijalak harupat tuan rumah piala ngumpulin uang ditabung away persib afc pildun kwkwkkw,1,positif,0.836,Positif
indonesia dipercaya federation international football association fifa world tuan rumah penyelenggara piala tahun publisherstory,1,positif,0.4767,Positif
stadion tuan rumah piala tempofoto,-1,negatif,0,Netral
stadion gelora sriwijaya jakabaring gsj salah stadion tuan rumah penyelenggaraan piala mei kumparanbola,1,positif,0,Netral
target menunggu shin tae yong penunjukan indonesia tuan rumah piala digelar tahun diimbangi kemampuan trend,1,positif,0.3182,Positif
nggak surabaya tuan rumah piala bakol soto ngarep tambaksari panen cuan,1,positif,0,Netral
beritaterpopuler tuan rumah piala persiapan venuenya surabaya kesiapanvenuepialadunia tuanrumahpialadunia surabaya,1,positif,0.624,Positif
beritaterkini tuan rumah piala persiapan venuenya surabaya kesiapanvenuepialadunia tuanrumahpialadunia surabaya,1,positif,0.25,Positif
piala digelar mei tahun indonesia presiden jokowi indonesa tuan rumah,1,positif,0,Netral
kualifikasi bicara tc aje debat kusir gatau timnas tuan rumah piala,1,positif,0,Netral
tanah rumput lampu bali dijawa beda banget saudara laki-laki indonesia tuan rumah piala juara,1,positif,0.4404,Positif
pssi indonesia tuan rumah piala tahun timnas dijadwalkan menjalani pemusatan latihan wc garudamuda,1,positif,0,Netral
sebentar piala tuan rumah bangun pembentukan timnya,1,positif,0,Netral
luis milla proyeksi beliau tuan rumah piala luis milla ditarget progres juara asean road map terjawab luis milla diperpanjang,1,positif,0.8074,Positif
target tu membahas insfratruktur pembinaan usia prestasi turnamen pantean jeblok myanmar melakukannya tuan rumah sea games lolos piala kamboja melakukannya,0,netral,0,Netral
